session_name:HW03_Shvaiko;session_id:sskksk4hr37lkn4frjcjplu9n3;"session_start:13:10:30 pm";"session_end:13:10:33 pm"
session_name:HW03_Shvaiko;session_id:m1564v1p6fpk58iebod2m6vgfl;"session_start:13:10:45 pm";"session_end:13:10:47 pm"
session_name:HW03_Shvaiko;session_id:khvqtmhch2b651v08ggp5q8a7b;"session_start:13:10:52 pm";"session_end:13:10:58 pm"
session_name:HW3_Shvaiko;session_id:ae4fnlrdkuttfdh8u9se5p3j4q;"session_start:13:15:20 pm";"session_end:13:15:22 pm"
session_name:HW3_Shvaiko;session_id:4spue7fi0sub57e586vfepgj8f;"session_start:13:15:45 pm";"session_end:13:15:50 pm"
session_name:HW3_Shvaiko;session_id:810aaealplkn48ncjmab6bt47d;"session_start:13:16:03 pm";"session_end:13:16:08 pm"
session_name:HW3_Shvaiko;session_id:anraiu2ctjfum8e13ogm24b8bc;"session_start:13:22:00 pm";"session_end:13:22:01 pm"
session_name:HW3_Shvaiko;session_id:62bn0jrp2m9r53av6c2l5nr7ku;"session_start:13:22:12 pm";"session_end:13:22:13 pm"
session_name:HW3_Shvaiko;session_id:mkvfgn1oumjuf5imvv6tqsbdnh;"session_start:13:22:15 pm";"session_end:13:22:23 pm"
session_name:HW3_Shvaiko;session_id:o6vqan8ath2mnd0mls6ahrlt25;"session_start:13:22:26 pm";"session_end:13:22:37 pm"
session_name:HW3_Shvaiko;session_id:5j4tktlurp8abt8fpk3p2cu72b;"session_start:14:29:59 pm";"session_end:09:21:42 am"
session_name:HW3_Shvaiko;session_id:1rdhc9cin3nug4jf98sf9pl6gj;"session_start:09:21:43 am";"session_end:09:25:39 am"
session_name:HW3_Shvaiko;session_id:144ue3pj255c7cpf9knkai63ld;"session_start:09:25:41 am";"session_end:09:28:48 am"
session_name:HW3_Shvaiko;session_id:3l1huo4gluhm98q5nihjllvhld;"session_start:09:32:21 am";"session_end:10:02:14 am"
session_name:HW3_Shvaiko;session_id:tmk9b922ebjb9omrd7igsrj50j;"session_start:10:02:15 am";"session_end:10:06:21 am"
session_name:HW3_Shvaiko;session_id:d3daticgcg8bb7f9k3joht0lbm;"session_start:10:06:25 am";"session_end:10:06:33 am"
session_name:HW3_Shvaiko;session_id:30mgr57lb440aknt3d73oi49nj;"session_start:10:07:38 am";"session_end:10:07:44 am"
session_name:HW3_Shvaiko;session_id:atgo3mbh7bgnc22ikuvjn33cgj;"session_start:12:23:56 pm";"session_end:12:53:19 pm"
session_name:HW3_Shvaiko;session_id:7qndc8nqvjl5aer3scjl60e9dc;"session_start:12:53:21 pm";"session_end:12:53:30 pm"
session_name:HW3_Shvaiko;session_id:tp6vcsj86lck2vnot4ehjb17h2;"session_start:12:53:47 pm";"session_end:12:53:58 pm"
session_name:HW3_Shvaiko;session_id:pashig34lhnaor99rorcmnbb56;"session_start:12:56:06 pm";"session_end:12:56:13 pm"
session_name:HW3_Shvaiko;session_id:0jgt3p0jtcslo3qi1dnu418frv;"session_start:12:56:41 pm";"session_end:12:56:48 pm"
session_name:HW3_Shvaiko;session_id:9frs4fher8pfp8ulfsbhdv832i;"session_start:13:00:34 pm";"session_end:13:00:43 pm"
session_name:HW3_Shvaiko;session_id:ovc5e8aeaurkomqko145jn0oe5;"session_start:13:00:53 pm";"session_end:13:01:04 pm"
session_name:HW3_Shvaiko;session_id:jpq1u5pgpnd8kggv9sivjm30ab;"session_start:13:01:05 pm";"session_end:16:30:20 pm"
session_name:HW3_Shvaiko;session_id:bfthsgacjh9qu5t90ds6qh3t8l;"session_start:16:30:22 pm";"session_end:16:41:56 pm"
session_name:HW3_Shvaiko;session_id:0ebbr2cv43bc4o45iompejfbhq;"session_start:16:41:57 pm";"session_end:16:47:07 pm"
session_name:HW3_Shvaiko;session_id:annj0fvo4l4v1q24lqhmsmprvk;"session_start:16:47:08 pm";"session_end:16:56:22 pm"
session_name:HW3_Shvaiko;session_id:dct187k0ut4jug525lu13bdl4e;"session_start:16:56:24 pm";"session_end:07:50:38 am"
session_name:HW3_Shvaiko;session_id:bkfu082nm3are7iam77msav7pg;"session_start:07:50:41 am";"session_end:07:50:56 am"
session_name:HW3_Shvaiko;session_id:3gfbo00g7ns1jk9nogopi2mdn1;"session_start:07:54:15 am";"session_end:07:54:34 am"
session_name:HW3_Shvaiko;session_id:ogmm3mj9lf5s3pp8379g4m2qef;"session_start:07:55:28 am";"session_end:07:55:48 am"
session_name:HW3_Shvaiko;session_id:70s7hmgd5una5tf7n044mpplcq;"session_start:08:39:43 am";"session_end:08:41:19 am"
session_name:HW3_Shvaiko;session_id:i7avmhrntma3ak9r68egnefslo;"session_start:08:41:21 am";"session_end:10:36:12 am"
session_name:HW3_Shvaiko;session_id:sgtrvhbk2so2imnjk9f3phtlap;"session_start:10:36:13 am";"session_end:10:36:34 am"
session_name:HW3_Shvaiko;session_id:opmc6jofifhjgili6e4n88cais;"session_start:11:07:04 am";"session_end:11:12:44 am"
session_name:HW3_Shvaiko;session_id:2h7rp5d2e55n68fquc9g749eku;"session_start:11:12:45 am";"session_end:11:20:54 am"
session_name:HW3_Shvaiko;session_id:goa1urrl0p333bki6fll0rotnv;"session_start:11:20:55 am";"session_end:11:25:42 am"
session_name:HW3_Shvaiko;session_id:sl1ugm767ffn2318iifqm28ick;"session_start:11:25:43 am";"session_end:11:27:36 am"
session_name:HW3_Shvaiko;session_id:nm9l1ehbgotr983vn7541fojll;"session_start:11:27:38 am";"session_end:11:37:50 am"
session_name:HW3_Shvaiko;session_id:jdupah461t5eub8neahsoflmqm;"session_start:11:37:51 am";"session_end:11:42:06 am"
session_name:HW3_Shvaiko;session_id:fm1e0mtb6lpgn2tnq2bkchgroj;"session_start:11:42:07 am";"session_end:11:44:10 am"
session_name:HW3_Shvaiko;session_id:1njfgjqi8pqcvt4dtf3fjg6nsl;"session_start:11:44:11 am";"session_end:11:49:08 am"
session_name:HW3_Shvaiko;session_id:uj9c3nnt76gha06qp0sj4vi6aa;"session_start:11:49:09 am";"session_end:11:50:27 am"
session_name:HW3_Shvaiko;session_id:5rt5kdnq9pirf3s47ktmvfh3k6;"session_start:11:50:29 am";"session_end:11:51:07 am"
session_name:HW3_Shvaiko;session_id:8hr8132s86rkm94mtv68hlfjj9;"session_start:11:51:08 am";"session_end:11:52:26 am"
session_name:HW3_Shvaiko;session_id:7h5727l1q2r49p5mk1b8sm695k;"session_start:11:52:27 am";"session_end:13:06:41 pm"
session_name:HW3_Shvaiko;session_id:32s91pf8i8bts1h84hjo9ufnso;"session_start:13:06:42 pm";"session_end:13:07:27 pm"
session_name:HW3_Shvaiko;session_id:8e8anjjj3nrpscfh0agj9ocn29;"session_start:13:07:28 pm";"session_end:13:07:59 pm"
session_name:HW3_Shvaiko;session_id:f5sfhgddhedtn7qk6dg1iiv0tp;"session_start:13:08:53 pm";"session_end:13:11:09 pm"
session_name:HW3_Shvaiko;session_id:fmm9nk6odoosnn8af3kigc71hi;"session_start:13:11:10 pm";"session_end:13:13:03 pm"
session_name:HW3_Shvaiko;session_id:2gvt1i50g6rd3s138u14mqbhjg;"session_start:13:13:06 pm";"session_end:13:20:49 pm"
session_name:HW3_Shvaiko;session_id:vt7u76qa9hporiof2e8apqjgua;"session_start:13:20:50 pm";"session_end:13:22:45 pm"
session_name:HW3_Shvaiko;session_id:g9plsv7dqclj86f0bsvgio35pq;"session_start:13:24:39 pm";"session_end:13:27:58 pm"
session_name:HW3_Shvaiko;session_id:vhhp1jfgh74v46u20gpu2v629h;"session_start:13:27:59 pm";"session_end:13:30:09 pm"
session_name:HW3_Shvaiko;session_id:83ijanmhfb2caqvgd02r7pdv9v;"session_start:13:30:11 pm";"session_end:13:30:19 pm"
session_name:HW3_Shvaiko;session_id:5f7504ddgc0l56dl3hb3dlt70j;"session_start:13:30:26 pm";"session_end:13:32:41 pm"
session_name:HW3_Shvaiko;session_id:ebvd6umdlb3r7annfjpf6vvrh4;"session_start:13:32:42 pm";"session_end:13:33:02 pm"
session_name:HW3_Shvaiko;session_id:ajhuj15qhe07leatc8nc92o5db;"session_start:13:33:03 pm";"session_end:13:33:26 pm"
session_name:HW3_Shvaiko;session_id:u2tocnp3qsg0b7dtub35ck9jov;"session_start:13:11:50 pm";"session_end:13:33:29 pm"
session_name:HW3_Shvaiko;session_id:s414niedno7up3db2hns9f503p;"session_start:13:38:55 pm";"session_end:13:51:58 pm"
session_name:HW3_Shvaiko;session_id:hgqa52ngncgu5moqho9ci7os86;"session_start:13:51:58 pm";"session_end:13:52:13 pm"
session_name:HW3_Shvaiko;session_id:jhfu4colbs4tnso7d24aq1u895;"session_start:13:52:25 pm";"session_end:14:11:41 pm"
session_name:HW3_Shvaiko;session_id:0oj39gqubhe776iqrm9a2rjfsi;"session_start:13:33:31 pm";"session_end:14:11:54 pm"
session_name:HW3_Shvaiko;session_id:l12ck2ns7a53f0214j8gtg3u2q;"session_start:14:11:45 pm";"session_end:14:36:34 pm"
session_name:HW3_Shvaiko;session_id:3moq2pj8ri291lqsqhvhjmtc0p;"session_start:14:36:35 pm";"session_end:14:36:44 pm"
session_name:HW3_Shvaiko;session_id:f6c3kf1n308rqqhmek6564ihtd;"session_start:14:36:45 pm";"session_end:14:46:29 pm"
session_name:HW3_Shvaiko;session_id:br4s2g04ffevfs1bfkn2jtm2h4;"session_start:14:46:30 pm";"session_end:20:16:06 pm"
session_name:HW3_Shvaiko;session_id:r6tfoigllb86iev9qnh8grqiqv;"session_start:20:16:07 pm";"session_end:20:23:20 pm"
session_name:HW3_Shvaiko;session_id:ghum4usm4vtujm91uo490cn9dt;"session_start:20:23:21 pm";"session_end:20:34:30 pm"
session_name:HW3_Shvaiko;session_id:o82a5aln3hp7ooed8lvnsa3gm2;"session_start:06:58:29 am";"session_end:07:03:28 am"
session_name:HW3_Shvaiko;session_id:kv000tk67qfso2km1t8t66n861;"session_start:07:03:32 am";"session_end:07:03:33 am"
session_name:HW3_Shvaiko;session_id:ehe8hra9euh4i829tp3ls0ensj;"session_start:07:03:34 am";"session_end:07:03:47 am"
session_name:HW3_Shvaiko;session_id:vnu38gkc5gvb324k9ot9l7vhet;"session_start:07:03:52 am";"session_end:07:05:07 am"
session_name:HW3_Shvaiko;session_id:6h6qkhhsba5vbm0j2757471a04;"session_start:07:08:16 am";"session_end:07:08:28 am"
